1 , 330 , 0 , 1312226180 , 62215
0 , 0 , 0 , 1312226180 , 62220
3 , 0 , 427 , 1312226180 , 288664
3 , 24 , 100 , 1312226180 , 288684
1 , 330 , 1 , 1312226180 , 288693
0 , 0 , 0 , 1312226180 , 288702
3 , 24 , 0 , 1312226180 , 289901
1 , 330 , 0 , 1312226180 , 289908
0 , 0 , 0 , 1312226180 , 289913
3 , 1 , 260 , 1312226180 , 783310
3 , 0 , 137 , 1312226180 , 783331
3 , 24 , 101 , 1312226180 , 783339
1 , 330 , 1 , 1312226180 , 783348
0 , 0 , 0 , 1312226180 , 783356
3 , 24 , 0 , 1312226180 , 784502
1 , 330 , 0 , 1312226180 , 784509
0 , 0 , 0 , 1312226180 , 784513
3 , 1 , 283 , 1312226181 , 9734
3 , 0 , 305 , 1312226181 , 9754
3 , 24 , 100 , 1312226181 , 9763
1 , 330 , 1 , 1312226181 , 9772
0 , 0 , 0 , 1312226181 , 9780
3 , 24 , 0 , 1312226181 , 10917
1 , 330 , 0 , 1312226181 , 10925
0 , 0 , 0 , 1312226181 , 10929
3 , 1 , 305 , 1312226181 , 227678
3 , 0 , 465 , 1312226181 , 227698
3 , 24 , 101 , 1312226181 , 227707
1 , 330 , 1 , 1312226181 , 227716
0 , 0 , 0 , 1312226181 , 227723
3 , 1 , 304 , 1312226181 , 236936
3 , 24 , 100 , 1312226181 , 236961
0 , 0 , 0 , 1312226181 , 236976
3 , 1 , 303 , 1312226181 , 245606
3 , 0 , 462 , 1312226181 , 245624
3 , 24 , 101 , 1312226181 , 245633
0 , 0 , 0 , 1312226181 , 245647
3 , 24 , 0 , 1312226181 , 254004
1 , 330 , 0 , 1312226181 , 254020
0 , 0 , 0 , 1312226181 , 254025
3 , 1 , 382 , 1312226181 , 659652
3 , 0 , 155 , 1312226181 , 659672
3 , 24 , 100 , 1312226181 , 659680
1 , 330 , 1 , 1312226181 , 659689
0 , 0 , 0 , 1312226181 , 659697
3 , 24 , 101 , 1312226181 , 677589
0 , 0 , 0 , 1312226181 , 677614
3 , 1 , 380 , 1312226181 , 686376
3 , 24 , 100 , 1312226181 , 686400
0 , 0 , 0 , 1312226181 , 686414
3 , 24 , 101 , 1312226181 , 695335
0 , 0 , 0 , 1312226181 , 695360
3 , 24 , 0 , 1312226181 , 703991
1 , 330 , 0 , 1312226181 , 704007
0 , 0 , 0 , 1312226181 , 704012
3 , 1 , 406 , 1312226181 , 939168
3 , 0 , 317 , 1312226181 , 939186
3 , 24 , 100 , 1312226181 , 939195
1 , 330 , 1 , 1312226181 , 939204
0 , 0 , 0 , 1312226181 , 939212
3 , 24 , 0 , 1312226181 , 940415
1 , 330 , 0 , 1312226181 , 940422
0 , 0 , 0 , 1312226181 , 940427
